fecha,REGIMEN ADUANERO,REFRENDO,DAU,ITEM,RUC IMPORTADOR,IMPORTADOR,PAIS DE ORIGEN,PAIS DE PROCEDENCIA,CIUDAD EMBARQUE,VIA DE TRANSPORTE,ADUANA,PARTIDA ARANCELARIA,DESCRIPCION ARANCELARIA,DESCRIPCION PRODUCTO COMERCIAL,MARCA,ESTADO DE MERCANCIA,BULTOS,CANTIDAD,UNIDAD DE MEDIDA,ADVALOREM,US$ FOB,US$ FLETE,US$ SEGURO,US$ CIF,EMBARCADOR,EMPRESA DE TRANSPORTE,PAIS DE EMBARQUE,CONTENEDOR,AGENTE DE ADUANA,NAVE,NUMERO DE MANIFIESTO,CONOCIMIENTO EMBARQUE,DEPOSITO COMERCIAL,PESO NETO KG,TIPO AFORO,DIRECCIÓN CONSIGNATARIO,FECHA DE EMBARQUE,FECHA DE LLEGADA,FECHA INGRESO SISTEMA,FECHA PAGO,FACTURA,CARACTERISTICAS,PRODUCTO,MARCA COMERCIAL,AÑO FABRICACIÓN,MODELO MERCADERIA,US$ FOB UNIT,FECHA DE LIQUIDACIÓN,FECHA AFORO,INCOTERM,AGENCIA DE CARGA,CODIGO DE LIBERACION,CÓDIGO TNAN,NUMERO DE CARGA FINAL,FECHA DE SALIDA DE ALMACEN
13-01-2021,IMPORTACION A CONSUMO,028-2021-10-00030329,00000019,27,0992812508001,LIPIMEDICAL S.A.,CHINA,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",PLATO CALENTADOR-AGITADOR,SIN MARCA,NUEVA,52,1,NUMERO DE UNIDADES,0,279,3.48,2.82,285.3,"BIOBASE MEIHUA TRADING CO.,LTD.",AGENCIA NAVIERA EXPRESS NETWORK OFFICE EXNETSA S.A.,CHINA,1,LUQUE VELEZ GLADYS ISABEL,VALIANT,CEC2021HLCU0196,CTLQD20117645,05907400-INARPI S.A.,10.12,AFORO-AFORO AUTOMATICO,GUAYAS / GUAYAQUIL / SOLAR 13,20201204,20210111,20210113,20210113,BK20200924EC-211,PARA USO DE LABORATORIO,PLATO CALENTADOR-AGITADOR,SIN MARCA,0,MS7-H550-S 110V 60HZ,279,20210113,20210113,FOB,TRANSOCEAN LOGISTICS CORPORATION S.A.,,0,CEC2021HLCU019610640004,20210114
14-01-2021,IMPORTACION A CONSUMO,055-2021-10-00033251,00000014,7,0601287006001,LEORO MONROY GALO ALBERTO,CHINA,HONG KONG,HONG KONG INTERNATIONAL AIRPORT,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",SOPORTE PARA AGITADOR DE PLACA,SIN MARCA,NUEVA,13,2,NUMERO DE UNIDADES,0,42.95,131.85,3.87,178.67,BIOBASE KINGS CO LTD,EMIRATES,HONG KONG,0,BEDOYA MOGOLLON CRISTIAN MAURICIO,A6 EFS,CEC2021EK021249,17627450835,-,5.11,AFORO-AFORO AUTOMATICO,AVE COLOMBIA Y JULIO CASTRO,20210110,20210111,20210114,20210115,BKEL200919ED-3177,SUPPORT,MATERIAL DE LABORATORIO,SIN MARCA,2020,1890017,21.48,20210114,20210114,CPT,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021EK0212490006,20210115
05-01-2021,IMPORTACION A CONSUMO,028-2021-10-00007032,00000003,3,1.79213E+12,HUGO RUEDA REPRESENTACIONES CIA.LTDA.,LATVIA,GERMANY,HAMBURG,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",BOECO SUNFLOWER,BOECKEL,NUEVA,17,2,NUMERO DE UNIDADES,0,498.44,7.84,2.08,508.36,BOECKEL,CMA-CGM ECUADOR S.A.,GERMANY,0,MATUTE SILVIA GUILLERMINA,LIMARI,CEC2020HLCU0191,DE7HAM000051567,05907400-INARPI S.A.,17.32,AFORO-AFORO AUTOMATICO,ISLA GENOVESA N41-30 E ISLA FLOREANA,20201206,20210101,20210105,20210105,5732,BOECO SUNFLOWER,BOECO SUNFLOWER,BOECKEL,2020,NA,249.22,20210105,20210105,CFR,SAMISA SERVICIOS AEREOS Y MARITIMOS INTERNACIONALES S.A.,,0,CEC2020HLCU019140420007,20210106
05-01-2021,IMPORTACION A CONSUMO,028-2021-10-00007032,00000003,2,1.79213E+12,HUGO RUEDA REPRESENTACIONES CIA.LTDA.,INDIA,GERMANY,HAMBURG,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",BOECO VORTEX,BOECKEL,NUEVA,17,2,NUMERO DE UNIDADES,0,295.55,4.66,1.23,301.44,BOECKEL,CMA-CGM ECUADOR S.A.,GERMANY,0,MATUTE SILVIA GUILLERMINA,LIMARI,CEC2020HLCU0191,DE7HAM000051567,05907400-INARPI S.A.,10.27,AFORO-AFORO AUTOMATICO,ISLA GENOVESA N41-30 E ISLA FLOREANA,20201206,20210101,20210105,20210105,5732,BOECO VORTEX,BOECO VORTEX,BOECKEL,2020,NA,147.78,20210105,20210105,CFR,SAMISA SERVICIOS AEREOS Y MARITIMOS INTERNACIONALES S.A.,,0,CEC2020HLCU019140420007,20210106
30-01-2021,IMPORTACION A CONSUMO,028-2021-10-00083925,00000383,1,1.7922E+12,CONSULTORA VERTMONDE CIA. LTDA.,ITALY,ITALY,LIVORNO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",PLANTA DE TRATAMIENTO RAEE DE OCASION,FOR REC S.R.L.,NUEVA,7,1,NUMERO DE UNIDADES,0,144642.97,6505.47,1511.48,152659.92,FOR REC SRL,CMA-CGM ECUADOR S.A.,ITALY,2,LOGISTICA INTEGRAL DE COMERCIO EXTERIOR LIDESER CIA. LTDA.,LIMARI,CEC2021HLCU0206,GEN1203689,05907400-INARPI S.A.,26120,AFORO-AFORO DOCUMENTAL,JUAN BARREZUETE N70 146 Y FRANCISCO GARCIA,20201230,20210129,20210130,20210202,819,MAQUINARIA,PLANTA DE TRATAMIENTO RAEE DE OCASION,FOR REC S.R.L.,2020,NTM1000 - LC1300/45 - HRP1200,144642.97,20210130,20210202,FCA,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021HLCU02064027,18991230
15-01-2021,IMPORTACION A CONSUMO,055-2021-10-00036253,00000040,1,1.70912E+12,VENEGAS OLMEDO GUSTAVO ABDON,UNITED STATES,UNITED STATES,MIAMI INTERNATIONAL AIRPORT,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",HOMOGENIZADOR PARA LABORATORIO,OMNI INTERNATIONAL,NUEVA,1,2,NUMERO DE UNIDADES,0,2828,428,32.56,3288.56,OMNI INTERNATIONAL,"UNITED PARCEL SERVICE, CO.",UNITED STATES,0,CORDOVA MOYA HERMEL ESTUARDO,N320UP,CEC20215X550637,000002635851,-,19,AFORO-AFORO AUTOMATICO,RIOBAMBA N56-135 Y ALFONSO MORA,20210114,20210114,20210115,20210115,118475,USO LABORATORIO DE INVESTIGACION,EQUIPO,OMNI INTERNATIONAL,0,25-010,1414,20210115,20210115,CPT,INTERNATIONAL SWIFT CARGO CIA. LTDA.,,0,CEC20215X55063700080001,20210115
05-01-2021,IMPORTACION A CONSUMO,028-2021-10-00009368,01000061,5,1.79186E+12,GLOBAL GRAPHIC CIA. LTDA.,BRAZIL,BRAZIL,PARANAGUA,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZCLADOR GIROSCPICO,Tintomatic,USADA,102,1,NUMERO DE UNIDADES,0,500,16.93,2.63,519.56,FLINT CPS TINTAS BRASIL LTDA,HAPAG-LLOYD ECUADOR S.A.,BRAZIL,0,LOPEZ MENA SERVICIOS ADUANEROS INTEGRALES CIA. LTDA,LIMARI,CEC2020HLCU0191,BRSAO0000006896,05907400-INARPI S.A.,5.88,AFORO-AFORO DOCUMENTAL,ISLA SAN CRISTOBAL 41-57,20201121,20210101,20210105,20210106,CPS-LA-BR-000091/2020,MEZCLADOR GIROSCOPICO,MEZCLADOR GIROSCÓPICO,Tintomatic,2018,G-AT.MAQ5,500,20210105,20210106,CFR,SAMISA SERVICIOS AEREOS Y MARITIMOS INTERNACIONALES S.A.,,0,CEC2020HLCU019191550001,20210107
05-01-2021,IMPORTACION A CONSUMO,028-2021-10-00009368,01000061,6,1.79186E+12,GLOBAL GRAPHIC CIA. LTDA.,GERMANY,BRAZIL,PARANAGUA,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZCLADOR GIROSCPICO,Collomix,USADA,102,1,NUMERO DE UNIDADES,0,4000,135.41,21.05,4156.46,FLINT CPS TINTAS BRASIL LTDA,HAPAG-LLOYD ECUADOR S.A.,BRAZIL,0,LOPEZ MENA SERVICIOS ADUANEROS INTEGRALES CIA. LTDA,LIMARI,CEC2020HLCU0191,BRSAO0000006896,05907400-INARPI S.A.,5.88,AFORO-AFORO DOCUMENTAL,ISLA SAN CRISTOBAL 41-57,20201121,20210101,20210105,20210106,CPS-LA-BR-000091/2020,MEZCLADOR GIROSCOPICO,MEZCLADOR GIROSCÓPICO,Collomix,2019,G-AT.MAQ6,4000,20210105,20210106,CFR,SAMISA SERVICIOS AEREOS Y MARITIMOS INTERNACIONALES S.A.,,0,CEC2020HLCU019191550001,20210107
05-01-2021,IMPORTACION A CONSUMO,028-2021-10-00009368,01000061,7,1.79186E+12,GLOBAL GRAPHIC CIA. LTDA.,UNITED STATES,BRAZIL,PARANAGUA,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZCLADOR GIROSCPICO,FlackTec,USADA,102,1,NUMERO DE UNIDADES,0,4000,135.41,21.05,4156.46,FLINT CPS TINTAS BRASIL LTDA,HAPAG-LLOYD ECUADOR S.A.,BRAZIL,0,LOPEZ MENA SERVICIOS ADUANEROS INTEGRALES CIA. LTDA,LIMARI,CEC2020HLCU0191,BRSAO0000006896,05907400-INARPI S.A.,5.88,AFORO-AFORO DOCUMENTAL,ISLA SAN CRISTOBAL 41-57,20201121,20210101,20210105,20210106,CPS-LA-BR-000091/2020,MEZCLADOR GIROSCOPICO,MEZCLADOR GIROSCÓPICO,FlackTec,2018,G-AT.MAQ7,4000,20210105,20210106,CFR,SAMISA SERVICIOS AEREOS Y MARITIMOS INTERNACIONALES S.A.,,0,CEC2020HLCU019191550001,20210107
05-01-2021,IMPORTACION A CONSUMO,028-2021-10-00009368,01000061,8,1.79186E+12,GLOBAL GRAPHIC CIA. LTDA.,UNITED STATES,BRAZIL,PARANAGUA,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZCLADOR LABORATORIO,FlackTec,USADA,102,1,NUMERO DE UNIDADES,0,2500,84.62,13.16,2597.78,FLINT CPS TINTAS BRASIL LTDA,HAPAG-LLOYD ECUADOR S.A.,BRAZIL,0,LOPEZ MENA SERVICIOS ADUANEROS INTEGRALES CIA. LTDA,LIMARI,CEC2020HLCU0191,BRSAO0000006896,05907400-INARPI S.A.,5.88,AFORO-AFORO DOCUMENTAL,ISLA SAN CRISTOBAL 41-57,20201121,20210101,20210105,20210106,CPS-LA-BR-000091/2020,MEZCLADOR LABORATORIO,MEZCLADOR LABORATORIO,FlackTec,2018,G-AT.MAQ8,2500,20210105,20210106,CFR,SAMISA SERVICIOS AEREOS Y MARITIMOS INTERNACIONALES S.A.,,0,CEC2020HLCU019191550001,20210107
13-01-2021,IMPORTACION A CONSUMO,055-2021-10-00029353,00000275,9,1.79003E+12,ASTAP CIA. LTDA.,UNITED STATES,UNITED STATES,MIAMI INTERNATIONAL AIRPORT,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",Mezclador a inyeccion,USABLUEBOOK,NUEVA,2,1,NUMERO DE UNIDADES,0,153.77,2.69,0.31,156.77,USA BLUE BOOK,TAMPA CARGO S.A.,UNITED STATES,0,PACUSTOMS CIA. LTDA.,N336QT,CEC2021QT000013,UP3350-01,-,2.02,AFORO-AFORO AUTOMATICO,PICHINCHA / QUITO / INAQUITO / AV. NACIONES UNIDAS 1084 Y AV. AMAZONAS,20210112,20210112,20210113,20210113,636720,Mezclador a inyeccion,Mezclador a inyeccion,USABLUEBOOK,2020,NA,153.77,20210113,20210113,FCA,STARCARGO CIA. LTDA,,0,CEC2021QT00001300030001,20210114
13-01-2021,IMPORTACION A CONSUMO,055-2021-10-00029353,00000275,30,1.79003E+12,ASTAP CIA. LTDA.,UNITED STATES,UNITED STATES,MIAMI INTERNATIONAL AIRPORT,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",Mezclador a inyeccion,USABLUEBOOK,NUEVA,2,2,NUMERO DE UNIDADES,0,7999.7,140.13,16.12,8155.95,USA BLUE BOOK,TAMPA CARGO S.A.,UNITED STATES,0,PACUSTOMS CIA. LTDA.,N336QT,CEC2021QT000013,UP3350-01,-,105.07,AFORO-AFORO AUTOMATICO,PICHINCHA / QUITO / INAQUITO / AV. NACIONES UNIDAS 1084 Y AV. AMAZONAS,20210112,20210112,20210113,20210113,636720,Mezclador a inyeccion,Mezclador a inyeccion,USABLUEBOOK,2020,NA,3999.85,20210113,20210113,FCA,STARCARGO CIA. LTDA,,0,CEC2021QT00001300030001,20210114
26-01-2021,IMPORTACION A CONSUMO,028-2021-10-00065351,00000144,1,0911990703001,MACIAS PIZA MARIO CESAR,CHINA,CHINA,NINGBO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AEREADOR,QUINGDAO,NUEVA,1417,109,NUMERO DE UNIDADES,0,38804,3200,420.04,42424.04,QINGDAO WRANGLER MACHINERY COLTD,AGENCIA NAVIERA EXPRESS NETWORK OFFICE EXNETSA S.A.,CHINA,1,BRANDO ALVARADO GUSTAVO ELOY,CZECH,CEC2021ONEU0090,ONEYNB0BES475600,05907400-INARPI S.A.,8220,AFORO-AFORO AUTOMATICO,GUAYAS  GUAYAQUIL  TARQUI  VIA A DAULE SN Y SN,20201201,20210125,20210126,20210127,EVA20201110,PARA PISCINA DE CAMARON,AEREADOR,QUINGDAO,0,PARA PISCINA DE CAMARON,356,20210126,20210126,CFR,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021ONEU00901058,20210201
14-01-2021,IMPORTACION A CONSUMO,055-2021-10-00033680,00000030,3,1.70832E+12,MOLINA MOLINA KLEBER RENE,LATVIA,LATVIA,RIGA INTERNATIONAL AIRPORT,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADOR ORBITAL,BIOSAN,NUEVA,14,5,NUMERO DE UNIDADES,0,4543.93,465.39,16.36,5025.68,BIOSAN LTD,BREKMART SERVICIOS CIA. LTDA.,LATVIA,0,BENALCAZAR OÑA JOSE MIGUEL,TCLJO,CEC2021TK020012,1036892970,-,12.52,AFORO-AFORO AUTOMATICO,"LUIS MOSQUERA NARVAEZOE4-14 Y RUIZ DE CASTILLA,170521,QUITO, ECUADOR",20210108,20210108,20210114,20210114,36862,CABINA DE FLUJO LAMINAR PARA LABORATORIO,AGITADOR ORBITAL,BIOSAN,2020,BS 010145 ACJ,908.79,20210114,20210114,CIP,KUEHNE + NAGEL S.A.,,0,CEC2021TK02001200032970,20210115
05-01-2021,IMPORTACION A CONSUMO,028-2021-10-00008437,00000004,5,0991358692001,IMPEQUIL CIA.LTDA.,CHINA,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",CALENTADOR AGITADOR PLATO DE PORCELANA,BIOBASE,NUEVA,17,2,NUMERO DE UNIDADES,0,323.13,19.62,3.42,346.17,BIOBASE MEIHUA TRADING CO .LIMITED,HAMBURG SÜD ECUADOR S.A.,CHINA,1,VASCONEZ VASCONEZ BLANCA MARIANA,MAERSK SALALAH,CEC2021MAEU0004,GMQD20126513,05909025-CONTECON GUAYAQUIL S.A.,37.36,AFORO-AFORO AUTOMATICO,GUAYAS / GUAYAQUIL / TARQUI / SOLAR 22,20201204,20210105,20210105,20210107,BK20201127EC-211,HOTPLATE MAGNETIC STIRRER,NO PERECIBLE,BIOBASE,2020,"BS-4HC, 220V, 60HZ",161.56,20210105,20210105,CIF,INCA LINES DEL ECUADOR INCALINES S.A.,,0,CEC2021MAEU000455430006,20210108
12-01-2021,IMPORTACION A CONSUMO,028-2021-10-00028328,00000047,1,1.39001E+12,LA FABRIL S.A.,SPAIN,SPAIN,BARCELONA,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADORES,VAK,NUEVA,1,4,NUMERO DE UNIDADES,0,21873,115.79,13.85,22002.64,VAKONA GMBH,CMA-CGM ECUADOR S.A.,SPAIN,1,GAVIRIA & GAVIRIA AGENTES NACIONALES DE ADUANA S.A.,LIMARI,CEC2020HLCU0183,012020111344,05907400-INARPI S.A.,405,AFORO-AFORO AUTOMATICO,MANABI / MONTECRISTI / MONTECRISTI / S/N,20201121,20201217,20210112,18991230,F8507,AGITADORES,AGITADORES,VAK,2020,H11KW2L124C14EM,5468.25,20210205,20210112,EXW,SACO SHIPPING S.A.,,0,CEC2020HLCU018340720501,20210113
22-01-2021,IMPORTACION A CONSUMO,019-2021-10-00055673,00003741,67,0992183764001,DAMAUS S.A.,UNITED STATES,UNITED STATES,MIAMI INTERNATIONAL AIRPORT,AEREA,GUAYAQUIL AEREO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AGITADORES ELECTRICOS,ARROW,NUEVA,6,1,NUMERO DE UNIDADES,0,1103.87,132,3.74,1239.61,CARGO MASTER LOGISTICS INC AS AGENT OF CONSIGNEE,TAMPA CARGO S.A.,UNITED STATES,0,TORRES & TORRES AGENTES DE ADUANAS TTADAD C.A.,N336QT,CEC2021QT300006,H002297,05904330-INTERCARGA INTERNACIONAL DE CARGA S.A.,34.72,AFORO-AFORO AUTOMATICO,CALLE 3ERA 417 ENTRE DATILES Y LA MONJAS,20210119,20210119,20210122,20210122,INV2136113,ELECTRIC STIRRER MODEL 2000 120V,PRODUCTO TERMINADO,ARROW,0,1195R32,1103.87,20210122,20210122,FOB,AIR MAINLAND & SEA CARGO SERVICE S.A. AMSECARGO,,0,CEC2021QT30000600596026,20210125
21-01-2021,IMPORTACION A CONSUMO,028-2021-10-00052652,03000030,1,0102091741001,ESCANDON PACHECO JOSE ALEJANDRO,ARGENTINA,ARGENTINA,SAN ANTONIO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",TURBOMEZCLADOR GRANULADOR,COMASA,NUEVA,1,1,NUMERO DE UNIDADES,0,96100,185.3,962.85,97248.15,COMASA SA,HAPAG-LLOYD ECUADOR S.A.,CHILE,0,VINTIMILLA CASTRO MAURO PATRICIO,JOGELA,CEC2021HLCU0202,BUE210122-3,05907400-INARPI S.A.,1210,AFORO-AFORO AUTOMATICO,CIMARRONES SN Y CAMINO A PATAMARCA,20210109,20210119,20210121,20210121,00011-00001273,TURBOMEZCLADOR GRANULADOR,TURBOMEZCLADOR,COMASA,2020,MIC 400,96100,20210121,20210121,FOB,MARITIME SERVICES LINE DEL ECUADOR MSL DEL ECUADOR S.A.,,0,CEC2021HLCU020291530003,20210121
07-01-2021,IMPORTACION A CONSUMO,028-2021-10-00013812,00000021,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,3924,288,NUMERO DE UNIDADES,0,181152,19621.01,140.54,200913.55,HUBEI PROVINCIAL JIAXIN MACHINERY IMPORT AND EXPORT CO LT,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,4,VERA SERRANO JORGE LUIS,CAP ANDREAS,CEC2020WHLU5438,025A673837,05907400-INARPI S.A.,58624,AFORO-AFORO AUTOMATICO,AVENIDA RODRIGO CHAVEZ 274 Y AVENIDA TANCA MARENGO,20201130,20210106,20210107,18991230,FD20H912,AERADORES,AERADORES,S/MARCA,0,S/MODELO,629,20210107,20210107,CIF,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2020WHLU54380016,20210111
08-01-2021,IMPORTACION A CONSUMO,028-2021-10-00018382,03001075,1,1.70783E+12,OJEDA SALGUERO CARLOS FRANCISCO,CHINA,CHINA,SHANGHAI,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MEZCLADORA,S/MARCA,NUEVA,14,2,NUMERO DE UNIDADES,0,420,90.44,5.1,515.54,"LINYI BEST INDUSTRY CO.,LIMITED",AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,0,VERA SERRANO JORGE LUIS,CARDIFF,CEC2020WHLU5428,RW2009078,05907400-INARPI S.A.,44.26,AFORO-AFORO AUTOMATICO,AV. RIO ZAMORA Y SAN JUAN DE DIOS,20201005,20201104,20210108,20210111,YST20143,MAQUINA,MEZCLADORA,S/MARCA,0,S/MODELO,210,20210108,20210108,FOB,MARITIME SERVICES LINE DEL ECUADOR MSL DEL ECUADOR S.A.,,0,CEC2020WHLU542801355000,20210114
20-01-2021,IMPORTACION A CONSUMO,028-2021-10-00050548,01000080,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,3924,288,NUMERO DE UNIDADES,0,180000,22824,141.98,202965.98,HUBEI PROVINCIAL JIAXIN MACHINERY IMPORT AND EXPORT CO LT,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,4,VERA SERRANO JORGE LUIS,KOTA CAHAYA,CEC2021PCIU0001,025A688231,05907400-INARPI S.A.,58624,AFORO-AFORO AUTOMATICO,AVENIDA RODRIGO CHAVEZ 274 Y AVENIDA TANCA MARENGO,20201217,20210120,20210120,18991230,FD20H913,RUEDA DE PALETAS,AERADORES,S/MARCA,0,S/MODELO,625,20210120,20210120,CIF,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021PCIU00013042,20210122
28-01-2021,IMPORTACION A CONSUMO,028-2021-10-00071435,01000053,1,0992717769001,IMPORTADORA ECUASINO S.A.,CHINA,CHINA,SHEKOU,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",AERADORES,S/MARCA,NUEVA,4905,295,NUMERO DE UNIDADES,0,182015,32611.99,150.24,214777.23,HUBEI PROVINCIAL JIAXIN MACHINERY IMPORT AND EXPORT CO LT,AGENCIA MARITIMA GLOBAL MARGLOBAL SA,CHINA,5,VERA SERRANO JORGE LUIS,RDO CONCORD,CEC2021WHLU5444,025A691022,05907400-INARPI S.A.,73280,AFORO-AFORO AUTOMATICO,AVENIDA RODRIGO CHAVEZ 274 Y AVENIDA TANCA MARENGO,20201222,20210127,20210128,18991230,FD20H914,RUEDAS DE PALETAS,AERADORES,S/MARCA,0,S/MODELO,617,20210128,20210128,CIF,ZZ OTROS LIBERADORES DIRECTOS,,0,CEC2021WHLU54440035,20210128
25-01-2021,IMPORTACION A CONSUMO,055-2021-10-00060959,00000063,12,1.70787E+12,VENEGAS OLMEDO JUAN GENARO,CHINA,UNITED STATES,MIAMI INTERNATIONAL AIRPORT,AEREA,QUITO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MINI MEZCLADOR PARA LABORATORIO,HEATHROW SCENTIFIC,NUEVA,8,8,NUMERO DE UNIDADES,0,482.29,40.43,5.23,527.95,CORNING INCORPORATED,ATLAS AIR INC,UNITED STATES,0,CORDOVA MOYA HERMEL ESTUARDO,N499MC,CEC20215Y021369,587404,-,15.45,AFORO-AFORO AUTOMATICO,SAN LORENZO OE4-108 MANUEL SERRANO,20210123,20210123,20210125,20210125,PSI663688,USO LABORAORIO DE INVESTIGACION,ACCESORIOS,HEATHROW SCENTIFIC,0,120567,60.29,20210125,20210125,FCA,SIATILOGISTICS S.A.,,0,CEC20215Y02136900160011,20210126
06-01-2021,IMPORTACION A CONSUMO,028-2021-10-00010050,00000041,1,0401362355001,VELASQUEZ SANTILLAN LUIS ALBERTO,CHINA,CHINA,QINGDAO,MARITIMO,GUAYAQUIL MARITIMO,8479820000,"Para mezclar, amasar o sobar, quebrantar, triturar, pulverizar, cribar, tamizar, homogeneizar, emulsionar o agitar",MAQUINA TRITURADORA,EAST CHINA,NUEVA,1,2,NUMERO DE UNIDADES,0,9015,632.7,90.15,9737.85,EAST CHINA MECHANICAL FACTORY OF METALLURGY AND MINGING,HAMBURG SÜD ECUADOR S.A.,CHINA,1,AVILES TORRES JORGE LUIS,MAERSK SALINA,CEC2020MAEU0755,DLQD20110322,05909025-CONTECON GUAYAQUIL S.A.,3200,AFORO-AFORO AUTOMATICO,BOLIVAR Y LAS GRADAS,20201129,20201229,20210106,20210106,VEHD012020963304,150-300 KG/H 22 KW COMPLETA,MAQUINA PARA TRITURAR TELA,EAST CHINA,2020,SIN MODELO,4507.5,20210106,20210106,EXW,INCA LINES DEL ECUADOR INCALINES S.A.,,0,CEC2020MAEU075555270002,20210107
